model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
VAE-CF,100,1,1E-05,300,Cosine,0.3,1,,"[0.0505, 0.0021]","[0.0088, 0.0005]","[0.0076, 0.0004]","[0.0068, 0.0003]","[0.0111, 0.0007]","[0.0045, 0.0002]","[0.0168, 0.0016]","[0.051, 0.0029]","[0.0651, 0.0033]","[0.0773, 0.0036]","[0.0327, 0.0024]","[0.1224, 0.0044]"
VAE-CF,100,1,0.0001,300,Cosine,0.3,1,,"[0.0433, 0.002]","[0.0076, 0.0004]","[0.0065, 0.0003]","[0.0059, 0.0003]","[0.0098, 0.0007]","[0.004, 0.0002]","[0.0138, 0.0014]","[0.0421, 0.0027]","[0.0539, 0.003]","[0.0644, 0.0033]","[0.0278, 0.0022]","[0.1058, 0.0041]"
VAE-CF,100,1,0.001,300,Cosine,0.3,1,,"[0.0258, 0.0015]","[0.0046, 0.0003]","[0.0038, 0.0003]","[0.0035, 0.0002]","[0.0062, 0.0006]","[0.0024, 0.0001]","[0.0082, 0.0011]","[0.0244, 0.002]","[0.0306, 0.0022]","[0.0375, 0.0025]","[0.0165, 0.0016]","[0.0639, 0.0032]"
VAE-CF,100,1,0.01,300,Cosine,0.3,1,,"[0.0201, 0.0013]","[0.003, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0163, 0.0016]","[0.0229, 0.0019]","[0.0285, 0.0022]","[0.011, 0.0013]","[0.0526, 0.0029]"
VAE-CF,100,1,0.1,300,Cosine,0.3,1,,"[0.0204, 0.0013]","[0.0033, 0.0003]","[0.003, 0.0002]","[0.0026, 0.0002]","[0.004, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0181, 0.0017]","[0.0241, 0.002]","[0.0283, 0.0022]","[0.0108, 0.0013]","[0.0533, 0.003]"
VAE-CF,200,1,1E-05,300,Cosine,0.3,1,,"[0.0543, 0.0022]","[0.0094, 0.0005]","[0.008, 0.0004]","[0.0071, 0.0003]","[0.0125, 0.0008]","[0.0047, 0.0002]","[0.0182, 0.0017]","[0.055, 0.0031]","[0.0697, 0.0034]","[0.0802, 0.0036]","[0.0381, 0.0026]","[0.1288, 0.0045]"
VAE-CF,200,1,0.0001,300,Cosine,0.3,1,,"[0.0454, 0.002]","[0.0077, 0.0005]","[0.0067, 0.0003]","[0.0061, 0.0003]","[0.0098, 0.0007]","[0.0041, 0.0002]","[0.0144, 0.0015]","[0.0436, 0.0027]","[0.056, 0.0031]","[0.0674, 0.0033]","[0.028, 0.0022]","[0.1118, 0.0042]"
VAE-CF,200,1,0.001,300,Cosine,0.3,1,,"[0.0267, 0.0015]","[0.0047, 0.0003]","[0.0041, 0.0003]","[0.0037, 0.0002]","[0.0061, 0.0005]","[0.0025, 0.0001]","[0.008, 0.0011]","[0.0258, 0.0021]","[0.0328, 0.0023]","[0.039, 0.0025]","[0.0166, 0.0017]","[0.0662, 0.0033]"
VAE-CF,200,1,0.01,300,Cosine,0.3,1,,"[0.0201, 0.0013]","[0.0032, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0175, 0.0017]","[0.0231, 0.0019]","[0.0285, 0.0022]","[0.011, 0.0013]","[0.0526, 0.0029]"
VAE-CF,200,1,0.1,300,Cosine,0.3,1,,"[0.0203, 0.0013]","[0.0034, 0.0003]","[0.003, 0.0002]","[0.0027, 0.0002]","[0.004, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0183, 0.0017]","[0.0241, 0.002]","[0.0283, 0.0022]","[0.0108, 0.0013]","[0.0532, 0.003]"
VAE-CF,50,1,1E-05,300,Cosine,0.4,1,,"[0.0446, 0.002]","[0.0079, 0.0005]","[0.0068, 0.0003]","[0.0061, 0.0003]","[0.01, 0.0007]","[0.0041, 0.0002]","[0.0136, 0.0014]","[0.0444, 0.0027]","[0.0571, 0.0031]","[0.0669, 0.0033]","[0.0286, 0.0022]","[0.1105, 0.0042]"
VAE-CF,50,1,0.0001,300,Cosine,0.4,1,,"[0.0381, 0.0018]","[0.0068, 0.0004]","[0.006, 0.0003]","[0.0053, 0.0003]","[0.0084, 0.0006]","[0.0036, 0.0001]","[0.0119, 0.0013]","[0.0372, 0.0025]","[0.0489, 0.0028]","[0.0564, 0.003]","[0.0235, 0.002]","[0.0938, 0.0039]"
VAE-CF,50,1,0.001,300,Cosine,0.4,1,,"[0.0247, 0.0014]","[0.0041, 0.0003]","[0.0037, 0.0003]","[0.0034, 0.0002]","[0.005, 0.0005]","[0.0024, 0.0001]","[0.0074, 0.001]","[0.0221, 0.0019]","[0.0296, 0.0022]","[0.0363, 0.0025]","[0.0135, 0.0015]","[0.0629, 0.0032]"
VAE-CF,50,1,0.01,300,Cosine,0.4,1,,"[0.0202, 0.0013]","[0.003, 0.0003]","[0.003, 0.0002]","[0.0027, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0163, 0.0016]","[0.0238, 0.002]","[0.0284, 0.0022]","[0.011, 0.0013]","[0.0528, 0.0029]"
VAE-CF,50,1,0.1,300,Cosine,0.4,1,,"[0.0202, 0.0013]","[0.0031, 0.0003]","[0.003, 0.0002]","[0.0026, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0166, 0.0017]","[0.0242, 0.002]","[0.0283, 0.0022]","[0.011, 0.0013]","[0.0528, 0.0029]"
VAE-CF,100,1,1E-05,300,Cosine,0.4,1,,"[0.0487, 0.0021]","[0.0084, 0.0005]","[0.0074, 0.0004]","[0.0065, 0.0003]","[0.0108, 0.0007]","[0.0044, 0.0002]","[0.0157, 0.0015]","[0.0482, 0.0029]","[0.062, 0.0032]","[0.0734, 0.0035]","[0.0311, 0.0023]","[0.119, 0.0043]"
VAE-CF,100,1,0.0001,300,Cosine,0.4,1,,"[0.0416, 0.0019]","[0.0074, 0.0004]","[0.0064, 0.0003]","[0.0058, 0.0003]","[0.0096, 0.0007]","[0.0039, 0.0002]","[0.0126, 0.0014]","[0.0401, 0.0026]","[0.0524, 0.0029]","[0.0628, 0.0032]","[0.0268, 0.0021]","[0.1037, 0.0041]"
VAE-CF,100,1,0.001,300,Cosine,0.4,1,,"[0.0244, 0.0014]","[0.0041, 0.0003]","[0.0038, 0.0003]","[0.0033, 0.0002]","[0.0055, 0.0005]","[0.0023, 0.0001]","[0.0073, 0.001]","[0.0213, 0.0019]","[0.0302, 0.0022]","[0.0358, 0.0024]","[0.0145, 0.0015]","[0.0616, 0.0032]"
VAE-CF,100,1,0.01,300,Cosine,0.4,1,,"[0.0201, 0.0013]","[0.003, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0163, 0.0016]","[0.0231, 0.0019]","[0.0285, 0.0022]","[0.011, 0.0013]","[0.0524, 0.0029]"
VAE-CF,100,1,0.1,300,Cosine,0.4,1,,"[0.0204, 0.0013]","[0.0033, 0.0003]","[0.003, 0.0002]","[0.0026, 0.0002]","[0.004, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0181, 0.0017]","[0.0241, 0.002]","[0.0283, 0.0022]","[0.0108, 0.0013]","[0.0533, 0.003]"
VAE-CF,200,1,1E-05,300,Cosine,0.4,1,,"[0.0526, 0.0022]","[0.0092, 0.0005]","[0.0078, 0.0004]","[0.007, 0.0003]","[0.012, 0.0008]","[0.0046, 0.0002]","[0.0175, 0.0016]","[0.0527, 0.003]","[0.0665, 0.0033]","[0.0788, 0.0036]","[0.0358, 0.0025]","[0.126, 0.0045]"
VAE-CF,200,1,0.0001,300,Cosine,0.4,1,,"[0.0435, 0.0019]","[0.0076, 0.0004]","[0.0066, 0.0003]","[0.006, 0.0003]","[0.0097, 0.0007]","[0.004, 0.0002]","[0.0134, 0.0014]","[0.0427, 0.0027]","[0.0545, 0.003]","[0.0657, 0.0033]","[0.027, 0.0021]","[0.1079, 0.0041]"
VAE-CF,200,1,0.001,300,Cosine,0.4,1,,"[0.0257, 0.0015]","[0.0047, 0.0003]","[0.0039, 0.0003]","[0.0035, 0.0002]","[0.0061, 0.0006]","[0.0024, 0.0001]","[0.0082, 0.0011]","[0.0249, 0.002]","[0.0307, 0.0023]","[0.037, 0.0025]","[0.0165, 0.0017]","[0.0625, 0.0032]"
VAE-CF,200,1,0.01,300,Cosine,0.4,1,,"[0.0201, 0.0013]","[0.003, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0165, 0.0017]","[0.0231, 0.0019]","[0.0285, 0.0022]","[0.011, 0.0013]","[0.0525, 0.0029]"
VAE-CF,200,1,0.1,300,Cosine,0.4,1,,"[0.0203, 0.0013]","[0.0033, 0.0003]","[0.003, 0.0002]","[0.0027, 0.0002]","[0.004, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0181, 0.0017]","[0.0241, 0.002]","[0.0283, 0.0022]","[0.0108, 0.0013]","[0.0532, 0.003]"
VAE-CF,50,1,1E-05,300,Cosine,0.5,1,,"[0.0413, 0.0019]","[0.0075, 0.0004]","[0.0064, 0.0003]","[0.0057, 0.0003]","[0.0096, 0.0007]","[0.0039, 0.0001]","[0.012, 0.0013]","[0.0417, 0.0026]","[0.0533, 0.003]","[0.0627, 0.0032]","[0.0271, 0.0021]","[0.1034, 0.0041]"
VAE-CF,50,1,0.0001,300,Cosine,0.5,1,,"[0.035, 0.0017]","[0.0062, 0.0004]","[0.0053, 0.0003]","[0.0048, 0.0003]","[0.008, 0.0006]","[0.0034, 0.0001]","[0.0104, 0.0012]","[0.0336, 0.0024]","[0.0429, 0.0027]","[0.051, 0.0029]","[0.0219, 0.0019]","[0.0888, 0.0038]"
VAE-CF,50,1,0.001,300,Cosine,0.5,1,,"[0.0228, 0.0014]","[0.0037, 0.0003]","[0.0033, 0.0002]","[0.003, 0.0002]","[0.0048, 0.0005]","[0.0022, 0.0001]","[0.0074, 0.001]","[0.0203, 0.0018]","[0.0268, 0.0021]","[0.0325, 0.0023]","[0.013, 0.0015]","[0.0569, 0.003]"
VAE-CF,50,1,0.01,300,Cosine,0.5,1,,"[0.0202, 0.0013]","[0.0031, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0165, 0.0017]","[0.0229, 0.0019]","[0.0284, 0.0022]","[0.011, 0.0013]","[0.0528, 0.0029]"
VAE-CF,50,1,0.1,300,Cosine,0.5,1,,"[0.0202, 0.0013]","[0.0031, 0.0003]","[0.003, 0.0002]","[0.0026, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0166, 0.0017]","[0.0242, 0.002]","[0.0283, 0.0022]","[0.011, 0.0013]","[0.0528, 0.0029]"
VAE-CF,100,1,1E-05,300,Cosine,0.5,1,,"[0.0457, 0.002]","[0.0084, 0.0005]","[0.0071, 0.0004]","[0.0064, 0.0003]","[0.0106, 0.0007]","[0.0042, 0.0002]","[0.0144, 0.0014]","[0.0467, 0.0028]","[0.0588, 0.0031]","[0.0696, 0.0034]","[0.0301, 0.0022]","[0.112, 0.0042]"
VAE-CF,100,1,0.0001,300,Cosine,0.5,1,,"[0.0386, 0.0018]","[0.0069, 0.0004]","[0.0059, 0.0003]","[0.0053, 0.0003]","[0.0084, 0.0006]","[0.0037, 0.0001]","[0.0116, 0.0013]","[0.0379, 0.0025]","[0.0482, 0.0028]","[0.0581, 0.0031]","[0.0234, 0.002]","[0.0965, 0.0039]"
VAE-CF,100,1,0.001,300,Cosine,0.5,1,,"[0.0233, 0.0014]","[0.004, 0.0003]","[0.0035, 0.0002]","[0.0032, 0.0002]","[0.005, 0.0005]","[0.0022, 0.0001]","[0.0075, 0.001]","[0.0211, 0.0019]","[0.0276, 0.0021]","[0.0339, 0.0024]","[0.0135, 0.0015]","[0.0575, 0.0031]"
VAE-CF,100,1,0.01,300,Cosine,0.5,1,,"[0.0202, 0.0013]","[0.003, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0165, 0.0017]","[0.0231, 0.0019]","[0.0284, 0.0022]","[0.011, 0.0013]","[0.0527, 0.0029]"
VAE-CF,100,1,0.1,300,Cosine,0.5,1,,"[0.0203, 0.0013]","[0.0033, 0.0003]","[0.003, 0.0002]","[0.0027, 0.0002]","[0.004, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0181, 0.0017]","[0.0241, 0.002]","[0.0284, 0.0022]","[0.0108, 0.0013]","[0.0531, 0.003]"
VAE-CF,200,1,1E-05,300,Cosine,0.5,1,,"[0.0496, 0.0021]","[0.0088, 0.0005]","[0.0075, 0.0004]","[0.0067, 0.0003]","[0.0116, 0.0008]","[0.0044, 0.0002]","[0.0165, 0.0016]","[0.05, 0.0029]","[0.0627, 0.0032]","[0.0739, 0.0035]","[0.0327, 0.0023]","[0.1191, 0.0043]"
VAE-CF,200,1,0.0001,300,Cosine,0.5,1,,"[0.0408, 0.0019]","[0.0073, 0.0004]","[0.0063, 0.0003]","[0.0056, 0.0003]","[0.009, 0.0007]","[0.0038, 0.0001]","[0.0125, 0.0013]","[0.0395, 0.0025]","[0.0511, 0.0029]","[0.0602, 0.0031]","[0.0248, 0.002]","[0.1017, 0.004]"
VAE-CF,200,1,0.001,300,Cosine,0.5,1,,"[0.0241, 0.0015]","[0.0041, 0.0003]","[0.0035, 0.0002]","[0.0031, 0.0002]","[0.0053, 0.0005]","[0.0023, 0.0001]","[0.008, 0.0011]","[0.0215, 0.0019]","[0.0285, 0.0022]","[0.0336, 0.0024]","[0.0143, 0.0015]","[0.0596, 0.0031]"
VAE-CF,200,1,0.01,300,Cosine,0.5,1,,"[0.0201, 0.0013]","[0.0031, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0169, 0.0017]","[0.0231, 0.0019]","[0.0284, 0.0022]","[0.011, 0.0013]","[0.0525, 0.0029]"
VAE-CF,200,1,0.1,300,Cosine,0.5,1,,"[0.0204, 0.0013]","[0.0034, 0.0003]","[0.003, 0.0002]","[0.0027, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0183, 0.0017]","[0.0241, 0.002]","[0.0283, 0.0022]","[0.011, 0.0013]","[0.0533, 0.003]"
