,model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
11,CDAE,200,1,0.0001,300,Cosine,0.3,1.0,,"[0.1265, 0.0008]","[0.0718, 0.0006]","[0.0684, 0.0005]","[0.0651, 0.0005]","[0.0805, 0.0008]","[0.0505, 0.0003]","[0.0642, 0.0005]","[0.0619, 0.0006]","[0.0895, 0.0008]","[0.1135, 0.0009]","[0.0367, 0.0005]","[0.1975, 0.0012]"
12,CDAE,200,1,0.001,300,Cosine,0.3,1.0,,"[0.1235, 0.0008]","[0.07, 0.0006]","[0.0664, 0.0005]","[0.0626, 0.0005]","[0.0784, 0.0008]","[0.0488, 0.0003]","[0.0623, 0.0005]","[0.0587, 0.0006]","[0.085, 0.0007]","[0.106, 0.0008]","[0.0347, 0.0005]","[0.1944, 0.0012]"
13,CDAE,200,1,0.01,300,Cosine,0.3,1.0,,"[0.123, 0.0008]","[0.0694, 0.0006]","[0.0655, 0.0005]","[0.0613, 0.0005]","[0.0756, 0.0008]","[0.0498, 0.0003]","[0.0599, 0.0005]","[0.0554, 0.0006]","[0.081, 0.0007]","[0.1004, 0.0008]","[0.0302, 0.0004]","[0.1968, 0.0012]"
14,CDAE,200,1,0.1,300,Cosine,0.3,1.0,,"[0.1319, 0.0008]","[0.0756, 0.0006]","[0.0709, 0.0006]","[0.0673, 0.0005]","[0.0852, 0.0008]","[0.051, 0.0004]","[0.0701, 0.0006]","[0.0722, 0.0007]","[0.0973, 0.0008]","[0.1227, 0.001]","[0.043, 0.0005]","[0.1995, 0.0012]"
0,CDAE,50,1,1e-05,300,Cosine,0.4,1.0,,"[0.1567, 0.0009]","[0.0897, 0.0007]","[0.0836, 0.0006]","[0.0782, 0.0005]","[0.0966, 0.0009]","[0.0614, 0.0004]","[0.0803, 0.0006]","[0.0848, 0.0008]","[0.1157, 0.0009]","[0.1391, 0.001]","[0.0462, 0.0006]","[0.2456, 0.0014]"
1,CDAE,50,1,0.0001,300,Cosine,0.4,1.0,,"[0.1285, 0.0008]","[0.0757, 0.0006]","[0.0706, 0.0006]","[0.0667, 0.0005]","[0.0827, 0.0008]","[0.0508, 0.0004]","[0.0667, 0.0006]","[0.0672, 0.0007]","[0.0951, 0.0008]","[0.1182, 0.0009]","[0.038, 0.0005]","[0.1982, 0.0012]"
2,CDAE,50,1,0.001,300,Cosine,0.4,1.0,,"[0.1284, 0.0008]","[0.0755, 0.0006]","[0.0705, 0.0005]","[0.066, 0.0005]","[0.0833, 0.0008]","[0.0509, 0.0004]","[0.0659, 0.0006]","[0.0673, 0.0007]","[0.0953, 0.0008]","[0.1162, 0.0009]","[0.0389, 0.0005]","[0.1989, 0.0012]"
3,CDAE,50,1,0.01,300,Cosine,0.4,1.0,,"[0.1289, 0.0008]","[0.0749, 0.0006]","[0.0707, 0.0006]","[0.0669, 0.0005]","[0.0826, 0.0008]","[0.0509, 0.0004]","[0.0666, 0.0006]","[0.0664, 0.0007]","[0.0957, 0.0008]","[0.1199, 0.0009]","[0.038, 0.0005]","[0.1996, 0.0012]"
4,CDAE,50,1,0.1,300,Cosine,0.4,1.0,,"[0.1319, 0.0008]","[0.0756, 0.0006]","[0.0709, 0.0006]","[0.0673, 0.0005]","[0.0854, 0.0008]","[0.051, 0.0004]","[0.0702, 0.0006]","[0.0722, 0.0007]","[0.0973, 0.0008]","[0.1227, 0.001]","[0.0431, 0.0005]","[0.1995, 0.0012]"
5,CDAE,100,1,1e-05,300,Cosine,0.4,1.0,,"[0.1561, 0.0009]","[0.0898, 0.0007]","[0.0837, 0.0006]","[0.0783, 0.0005]","[0.0965, 0.0009]","[0.0613, 0.0004]","[0.08, 0.0006]","[0.0852, 0.0008]","[0.116, 0.0009]","[0.1395, 0.001]","[0.0462, 0.0006]","[0.2442, 0.0014]"
6,CDAE,100,1,0.0001,300,Cosine,0.4,1.0,,"[0.1273, 0.0008]","[0.0748, 0.0006]","[0.0698, 0.0005]","[0.0659, 0.0005]","[0.081, 0.0008]","[0.0505, 0.0004]","[0.0651, 0.0006]","[0.0661, 0.0007]","[0.0937, 0.0008]","[0.1158, 0.0009]","[0.0365, 0.0005]","[0.1972, 0.0012]"
7,CDAE,100,1,0.001,300,Cosine,0.4,1.0,,"[0.1263, 0.0008]","[0.0737, 0.0006]","[0.0684, 0.0005]","[0.0647, 0.0005]","[0.0803, 0.0008]","[0.05, 0.0003]","[0.0645, 0.0005]","[0.0648, 0.0006]","[0.0893, 0.0008]","[0.1111, 0.0009]","[0.0361, 0.0005]","[0.1967, 0.0012]"
8,CDAE,100,1,0.01,300,Cosine,0.4,1.0,,"[0.1265, 0.0008]","[0.0733, 0.0006]","[0.07, 0.0005]","[0.0657, 0.0005]","[0.081, 0.0008]","[0.0504, 0.0003]","[0.0639, 0.0005]","[0.0634, 0.0006]","[0.0938, 0.0008]","[0.1151, 0.0009]","[0.0367, 0.0005]","[0.1975, 0.0012]"
9,CDAE,100,1,0.1,300,Cosine,0.4,1.0,,"[0.1319, 0.0008]","[0.0756, 0.0006]","[0.0709, 0.0006]","[0.0673, 0.0005]","[0.0854, 0.0008]","[0.051, 0.0004]","[0.0702, 0.0006]","[0.0722, 0.0007]","[0.0973, 0.0008]","[0.1227, 0.001]","[0.0431, 0.0005]","[0.1995, 0.0012]"
10,CDAE,200,1,1e-05,300,Cosine,0.4,1.0,,"[0.1557, 0.0009]","[0.0894, 0.0007]","[0.0836, 0.0006]","[0.0784, 0.0005]","[0.0969, 0.0009]","[0.0612, 0.0004]","[0.0799, 0.0006]","[0.0843, 0.0008]","[0.1156, 0.0009]","[0.1398, 0.001]","[0.0465, 0.0006]","[0.2433, 0.0014]"
11,CDAE,200,1,0.0001,300,Cosine,0.4,1.0,,"[0.126, 0.0008]","[0.0728, 0.0006]","[0.0694, 0.0005]","[0.065, 0.0005]","[0.0784, 0.0008]","[0.0505, 0.0003]","[0.0632, 0.0005]","[0.0629, 0.0006]","[0.0924, 0.0008]","[0.1128, 0.0009]","[0.0347, 0.0005]","[0.1976, 0.0012]"
12,CDAE,200,1,0.001,300,Cosine,0.4,1.0,,"[0.1217, 0.0007]","[0.0692, 0.0006]","[0.0643, 0.0005]","[0.0615, 0.0005]","[0.0741, 0.0007]","[0.049, 0.0003]","[0.0598, 0.0005]","[0.0568, 0.0006]","[0.0797, 0.0007]","[0.1028, 0.0008]","[0.0313, 0.0004]","[0.1939, 0.0012]"
13,CDAE,200,1,0.01,300,Cosine,0.4,1.0,,"[0.1244, 0.0008]","[0.0701, 0.0006]","[0.0673, 0.0005]","[0.0624, 0.0005]","[0.0797, 0.0008]","[0.0492, 0.0003]","[0.0629, 0.0005]","[0.058, 0.0006]","[0.0867, 0.0008]","[0.1058, 0.0008]","[0.0356, 0.0005]","[0.1958, 0.0012]"
14,CDAE,200,1,0.1,300,Cosine,0.4,1.0,,"[0.1319, 0.0008]","[0.0756, 0.0006]","[0.0709, 0.0006]","[0.0673, 0.0005]","[0.0854, 0.0008]","[0.051, 0.0004]","[0.0702, 0.0006]","[0.0722, 0.0007]","[0.0973, 0.0008]","[0.1227, 0.001]","[0.0431, 0.0005]","[0.1995, 0.0012]"
0,CDAE,50,1,1e-05,300,Cosine,0.5,1.0,,"[0.1555, 0.0009]","[0.0898, 0.0007]","[0.0834, 0.0006]","[0.0777, 0.0005]","[0.097, 0.0009]","[0.061, 0.0004]","[0.0804, 0.0006]","[0.0846, 0.0008]","[0.1151, 0.0009]","[0.1377, 0.001]","[0.0469, 0.0006]","[0.2429, 0.0014]"
1,CDAE,50,1,0.0001,300,Cosine,0.5,1.0,,"[0.1288, 0.0008]","[0.0763, 0.0006]","[0.0707, 0.0006]","[0.0666, 0.0005]","[0.0827, 0.0008]","[0.0509, 0.0004]","[0.0668, 0.0006]","[0.0685, 0.0007]","[0.0956, 0.0008]","[0.118, 0.0009]","[0.038, 0.0005]","[0.1983, 0.0012]"
2,CDAE,50,1,0.001,300,Cosine,0.5,1.0,,"[0.128, 0.0008]","[0.0756, 0.0006]","[0.0702, 0.0006]","[0.0663, 0.0005]","[0.0813, 0.0008]","[0.0508, 0.0004]","[0.0655, 0.0006]","[0.0673, 0.0007]","[0.0943, 0.0008]","[0.1173, 0.0009]","[0.0367, 0.0005]","[0.1986, 0.0012]"
3,CDAE,50,1,0.01,300,Cosine,0.5,1.0,,"[0.1288, 0.0008]","[0.0762, 0.0006]","[0.0707, 0.0006]","[0.0668, 0.0005]","[0.0831, 0.0008]","[0.0509, 0.0004]","[0.0662, 0.0006]","[0.0687, 0.0007]","[0.0955, 0.0008]","[0.1193, 0.0009]","[0.0388, 0.0005]","[0.1991, 0.0012]"
4,CDAE,50,1,0.1,300,Cosine,0.5,1.0,,"[0.1319, 0.0008]","[0.0756, 0.0006]","[0.0709, 0.0006]","[0.0673, 0.0005]","[0.0854, 0.0008]","[0.051, 0.0004]","[0.0702, 0.0006]","[0.0722, 0.0007]","[0.0973, 0.0008]","[0.1227, 0.001]","[0.0431, 0.0005]","[0.1995, 0.0012]"
5,CDAE,100,1,1e-05,300,Cosine,0.5,1.0,,"[0.155, 0.0009]","[0.0898, 0.0007]","[0.0834, 0.0006]","[0.0776, 0.0005]","[0.0967, 0.0009]","[0.0608, 0.0004]","[0.0801, 0.0006]","[0.0848, 0.0008]","[0.1152, 0.0009]","[0.1375, 0.001]","[0.0463, 0.0006]","[0.2417, 0.0014]"
6,CDAE,100,1,0.0001,300,Cosine,0.5,1.0,,"[0.1277, 0.0008]","[0.0753, 0.0006]","[0.0701, 0.0006]","[0.0661, 0.0005]","[0.0809, 0.0008]","[0.0507, 0.0004]","[0.0652, 0.0006]","[0.0666, 0.0007]","[0.0939, 0.0008]","[0.1159, 0.0009]","[0.0364, 0.0005]","[0.1984, 0.0012]"
7,CDAE,100,1,0.001,300,Cosine,0.5,1.0,,"[0.1265, 0.0008]","[0.0725, 0.0006]","[0.0694, 0.0005]","[0.0649, 0.0005]","[0.0808, 0.0008]","[0.0503, 0.0003]","[0.0643, 0.0005]","[0.0625, 0.0006]","[0.0923, 0.0008]","[0.1125, 0.0009]","[0.0367, 0.0005]","[0.1972, 0.0012]"
8,CDAE,100,1,0.01,300,Cosine,0.5,1.0,,"[0.1268, 0.0008]","[0.0731, 0.0006]","[0.0696, 0.0005]","[0.065, 0.0005]","[0.0806, 0.0008]","[0.0504, 0.0003]","[0.0645, 0.0005]","[0.0636, 0.0006]","[0.0933, 0.0008]","[0.1126, 0.0009]","[0.0366, 0.0005]","[0.1975, 0.0012]"
9,CDAE,100,1,0.1,300,Cosine,0.5,1.0,,"[0.1319, 0.0008]","[0.0756, 0.0006]","[0.0709, 0.0006]","[0.0673, 0.0005]","[0.0854, 0.0008]","[0.051, 0.0004]","[0.0702, 0.0006]","[0.0722, 0.0007]","[0.0973, 0.0008]","[0.1227, 0.001]","[0.0431, 0.0005]","[0.1995, 0.0012]"
10,CDAE,200,1,1e-05,300,Cosine,0.5,1.0,,"[0.1545, 0.0009]","[0.0895, 0.0007]","[0.0833, 0.0006]","[0.0776, 0.0005]","[0.0964, 0.0009]","[0.0608, 0.0004]","[0.0796, 0.0006]","[0.0844, 0.0008]","[0.1148, 0.0009]","[0.1375, 0.001]","[0.0459, 0.0006]","[0.2411, 0.0014]"
11,CDAE,200,1,0.0001,300,Cosine,0.5,1.0,,"[0.1268, 0.0008]","[0.0726, 0.0006]","[0.0696, 0.0005]","[0.0649, 0.0005]","[0.0807, 0.0008]","[0.0505, 0.0003]","[0.0645, 0.0005]","[0.0626, 0.0006]","[0.0933, 0.0008]","[0.1125, 0.0009]","[0.0366, 0.0005]","[0.1976, 0.0012]"
12,CDAE,200,1,0.001,300,Cosine,0.5,1.0,,"[0.1234, 0.0008]","[0.0697, 0.0006]","[0.0661, 0.0005]","[0.0617, 0.0005]","[0.0786, 0.0008]","[0.0491, 0.0003]","[0.0626, 0.0005]","[0.0575, 0.0006]","[0.0846, 0.0007]","[0.1044, 0.0008]","[0.0347, 0.0005]","[0.1938, 0.0012]"
13,CDAE,200,1,0.01,300,Cosine,0.5,1.0,,"[0.1234, 0.0008]","[0.0698, 0.0006]","[0.0665, 0.0005]","[0.0617, 0.0005]","[0.0786, 0.0008]","[0.049, 0.0003]","[0.0626, 0.0005]","[0.0575, 0.0006]","[0.0855, 0.0007]","[0.1043, 0.0008]","[0.0347, 0.0005]","[0.1937, 0.0012]"
14,CDAE,200,1,0.1,300,Cosine,0.5,1.0,,"[0.1319, 0.0008]","[0.0756, 0.0006]","[0.0709, 0.0006]","[0.0673, 0.0005]","[0.0854, 0.0008]","[0.051, 0.0004]","[0.0702, 0.0006]","[0.0722, 0.0007]","[0.0973, 0.0008]","[0.1227, 0.001]","[0.0431, 0.0005]","[0.1995, 0.0012]"

